,gross_income,employee_payroll_tax,employer_payroll_tax,ordinary_income_after_401k,agi,taxable_income,deduction_type,deductions,personal_exemption_amt,pease_limitation_amt,income_tax_before_credits,qualified_income_tax,selected_tax_before_credits,amt,income_tax_before_credits_with_amt,ctc,actc,eitc,personal_credit,income_tax_after_nonrefundable_credits,income_tax_after_credits,tax_burden,tax_wedge,avg_effective_tax_rate,avg_effective_tax_rate_wo_payroll
598,5990.0,458.235,458.235,5990.0,5990.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,458.0588235294118,300,0.0,-458.06,0.18,458.41,0.0,-0.0765
599,6000.0,459.0,459.0,6000.0,6000.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,458.82352941176475,300,0.0,-458.82,0.18,459.18,0.0,-0.0765
600,6010.0,459.765,459.765,6010.0,6010.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,459.5882352941177,300,0.0,-459.59,0.18,459.94,0.0,-0.0765
601,6020.0,460.53000000000003,460.53000000000003,6020.0,6020.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,460.3529411764706,300,0.0,-460.35,0.18,460.71,0.0,-0.0765
602,6030.0,461.295,461.295,6030.0,6030.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,461.1176470588236,300,0.0,-461.12,0.18,461.47,0.0,-0.0765
603,6040.0,462.06,462.06,6040.0,6040.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,461.8823529411765,300,0.0,-461.88,0.18,462.24,0.0,-0.0765
604,6050.0,462.82500000000005,462.82500000000005,6050.0,6050.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,462.64705882352945,300,0.0,-462.65,0.18,463.0,0.0,-0.0765
605,6060.0,463.59,463.59,6060.0,6060.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,463.4117647058824,300,0.0,-463.41,0.18,463.77,0.0,-0.0765
606,6070.0,464.35499999999996,464.35499999999996,6070.0,6070.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,464.1764705882353,300,0.0,-464.18,0.17,464.53,0.0,-0.0765
607,6080.0,465.12,465.12,6080.0,6080.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,464.9411764705883,300,0.0,-464.94,0.18,465.3,0.0,-0.0765
608,6090.0,465.885,465.885,6090.0,6090.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,465.7058823529412,300,0.0,-465.71,0.18,466.06,0.0,-0.0765
609,6100.0,466.65,466.65,6100.0,6100.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,466.47058823529414,300,0.0,-466.47,0.18,466.83,0.0,-0.0765
610,6110.0,467.41499999999996,467.41499999999996,6110.0,6110.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,467.2352941176471,300,0.0,-467.24,0.17,467.59,0.0,-0.0765
611,6120.0,468.18,468.18,6120.0,6120.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,468.00000000000006,300,0.0,-468.0,0.18,468.36,0.0,-0.0765
612,6130.0,468.945,468.945,6130.0,6130.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,468.764705882353,300,0.0,-468.76,0.19,469.13,0.0,-0.0765
613,6140.0,469.71000000000004,469.71000000000004,6140.0,6140.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,469.5294117647059,300,0.0,-469.53,0.18,469.89,0.0,-0.0765
614,6150.0,470.475,470.475,6150.0,6150.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,470.29411764705884,300,0.0,-470.29,0.19,470.66,0.0,-0.0765
615,6160.0,471.24,471.24,6160.0,6160.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,471.0588235294118,300,0.0,-471.06,0.18,471.42,0.0,-0.0765
616,6170.0,472.005,472.005,6170.0,6170.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,471.82352941176475,300,0.0,-471.82,0.19,472.19,0.0,-0.0765
617,6180.0,472.77000000000004,472.77000000000004,6180.0,6180.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,472.5882352941177,300,0.0,-472.59,0.18,472.95,0.0,-0.0765
618,6190.0,473.53499999999997,473.53499999999997,6190.0,6190.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,473.3529411764706,300,0.0,-473.35,0.18,473.72,0.0,-0.0765
619,6200.0,474.29999999999995,474.29999999999995,6200.0,6200.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,474.1176470588236,300,0.0,-474.12,0.18,474.48,0.0,-0.0765
620,6210.0,475.065,475.065,6210.0,6210.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,474.8823529411765,300,0.0,-474.88,0.19,475.25,0.0,-0.0765
621,6220.0,475.83,475.83,6220.0,6220.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,475.64705882352945,300,0.0,-475.65,0.18,476.01,0.0,-0.0765
622,6230.0,476.595,476.595,6230.0,6230.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,476.4117647058824,300,0.0,-476.41,0.19,476.78,0.0,-0.0765
623,6240.0,477.36,477.36,6240.0,6240.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,477.1764705882353,300,0.0,-477.18,0.18,477.54,0.0,-0.0765
624,6250.0,478.125,478.125,6250.0,6250.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,477.9411764705883,300,0.0,-477.94,0.19,478.31,0.0,-0.0765
625,6260.0,478.89,478.89,6260.0,6260.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,478.7058823529412,300,0.0,-478.71,0.18,479.07,0.0,-0.0765
626,6270.0,479.65500000000003,479.65500000000003,6270.0,6270.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,479.47058823529414,300,0.0,-479.47,0.19,479.84,0.0,-0.0765
627,6280.0,480.42,480.42,6280.0,6280.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,480.2352941176471,300,0.0,-480.24,0.18,480.6,0.0,-0.0765
628,6290.0,481.185,481.185,6290.0,6290.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,481.00000000000006,300,0.0,-481.0,0.19,481.37,0.0,-0.0765
629,6300.0,481.95000000000005,481.95000000000005,6300.0,6300.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,481.764705882353,300,0.0,-481.76,0.19,482.14,0.0,-0.0765
630,6310.0,482.715,482.715,6310.0,6310.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,482.5294117647059,300,0.0,-482.53,0.19,482.9,0.0,-0.0765
631,6320.0,483.47999999999996,483.47999999999996,6320.0,6320.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,483.29411764705884,300,0.0,-483.29,0.19,483.67,0.0,-0.0765
632,6330.0,484.245,484.245,6330.0,6330.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,484.0588235294118,300,0.0,-484.06,0.19,484.43,0.0,-0.0765
633,6340.0,485.01,485.01,6340.0,6340.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,484.82352941176475,300,0.0,-484.82,0.19,485.2,0.0,-0.0765
